antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len,pair
DRY BN/VEG/POTATO/RICE,PASTA SAUCE,0.028601909389649426,0.020986154588920555,0.0017520908283885437,0.061257827389055275,2.9189638878099076,1.0,0.0011518467363990626,1.0428996096852943,0.6767695877367609,0.03662705518476315,0.04113493694588659,0.07237288400992653,1,1,"('DRY BN/VEG/POTATO/RICE', 'PASTA SAUCE')"
FRUIT - SHELF STABLE,DRY BN/VEG/POTATO/RICE,0.028944540484978742,0.028601909389649426,0.0023516952452148454,0.08124831853645413,2.8406606506437155,1.0,0.001523826120938444,1.0573021091650578,0.667283426724938,0.042607223476297966,0.05419653348682806,0.0817349678715486,1,1,"('DRY BN/VEG/POTATO/RICE', 'FRUIT - SHELF STABLE')"
FRUIT - SHELF STABLE,MEAT - SHELF STABLE,0.028944540484978742,0.031631079755174506,0.0025775202853182575,0.08905030938929244,2.815278835833126,1.0,0.0016619732167610177,1.0630322730508022,0.6640150066754239,0.044441460794844255,0.05929478779595803,0.08526863081478409,1,1,"('FRUIT - SHELF STABLE', 'MEAT - SHELF STABLE')"
MEAT - SHELF STABLE,FRUIT - SHELF STABLE,0.031631079755174506,0.028944540484978742,0.0025775202853182575,0.08148695224027573,2.8152788358331255,1.0,0.0016619732167610177,1.0572037728625077,0.6658571789654865,0.044441460794844255,0.05410855913578663,0.08526863081478409,1,1,"('FRUIT - SHELF STABLE', 'MEAT - SHELF STABLE')"
DRY NOODLES/PASTA,VEGETABLES - SHELF STABLE,0.025284617421233783,0.055046800292793845,0.0038000903300160413,0.15029257776408994,2.730269097652978,1.0,0.0024082530443496892,1.1120924390899958,0.6501751669290181,0.04965404965404965,0.10079417425202433,0.10966319367763133,1,1,"('DRY NOODLES/PASTA', 'VEGETABLES - SHELF STABLE')"
VEGETABLES - SHELF STABLE,FRUIT - SHELF STABLE,0.055046800292793845,0.028944540484978742,0.004314036973010014,0.0783703494129297,2.707603855504333,1.0,0.002720732633366703,1.0536287096410877,0.6674084531018077,0.05414386239249413,0.05089905879591668,0.11370763905943766,1,1,"('FRUIT - SHELF STABLE', 'VEGETABLES - SHELF STABLE')"
FRUIT - SHELF STABLE,VEGETABLES - SHELF STABLE,0.028944540484978742,0.055046800292793845,0.004314036973010014,0.14904492870594563,2.7076038555043325,1.0,0.002720732633366703,1.1104619169496317,0.649468315213601,0.05414386239249413,0.09947384531030437,0.11370763905943766,1,1,"('FRUIT - SHELF STABLE', 'VEGETABLES - SHELF STABLE')"
DRY BN/VEG/POTATO/RICE,DRY NOODLES/PASTA,0.028601909389649426,0.025284617421233783,0.0019545546574467752,0.06833650966512388,2.7026910681169936,1.0,0.0012313663210126954,1.0462097019905927,0.6485481218338799,0.03763682711051131,0.044168680430578,0.07281931735181046,1,1,"('DRY BN/VEG/POTATO/RICE', 'DRY NOODLES/PASTA')"
DRY NOODLES/PASTA,DRY BN/VEG/POTATO/RICE,0.025284617421233783,0.028601909389649426,0.0019545546574467752,0.07730212503849707,2.702691068116993,1.0,0.0012313663210126954,1.0527802403911242,0.6463408893287369,0.03763682711051131,0.050134148007485,0.07281931735181046,1,1,"('DRY BN/VEG/POTATO/RICE', 'DRY NOODLES/PASTA')"
DRY BN/VEG/POTATO/RICE,MEAT - SHELF STABLE,0.028601909389649426,0.031631079755174506,0.0024451400893955675,0.08548870133405935,2.7026804647752916,1.0,0.001540430812341292,1.0588922429470806,0.6485466274767405,0.04231235682522571,0.055616842355151616,0.08139526154836892,1,1,"('DRY BN/VEG/POTATO/RICE', 'MEAT - SHELF STABLE')"
ONIONS,VEGETABLES - ALL OTHERS,0.024871902692768927,0.029699886308772912,0.0019545546574467752,0.07858484658735128,2.6459645592696583,1.0,0.0012158619751886754,1.0530542178490585,0.637932585762489,0.037146662720142075,0.05038127852279604,0.07219750981701073,1,1,"('ONIONS', 'VEGETABLES - ALL OTHERS')"
SALAD MIX,SALD DRSNG/SNDWCH SPRD,0.025043218240433585,0.03088352100172873,0.002040212431279104,0.08146766169154228,2.6379007007323443,1.0,0.0012667896747997976,1.055070614914841,0.6368596897032716,0.03786127167630057,0.05219614131636677,0.07376459231828753,1,1,"('SALAD MIX', 'SALD DRSNG/SNDWCH SPRD')"
SALD DRSNG/SNDWCH SPRD,SALAD MIX,0.03088352100172873,0.025043218240433585,0.002040212431279104,0.06606152294503277,2.637900700732344,1.0,0.0012667896747997976,1.0439197074671815,0.6406976735627311,0.03786127167630057,0.04207192100409912,0.07376459231828753,1,1,"('SALAD MIX', 'SALD DRSNG/SNDWCH SPRD')"
PASTA SAUCE,MEAT - SHELF STABLE,0.020986154588920555,0.031631079755174506,0.0017443037580401502,0.08311688311688313,2.627696675554874,1.0,0.0010804890284835827,1.0561530716551213,0.6327168656490858,0.034287463646104396,0.05316755038843239,0.06913106588143517,1,1,"('MEAT - SHELF STABLE', 'PASTA SAUCE')"
VEGETABLES - SHELF STABLE,PASTA SAUCE,0.055046800292793845,0.020986154588920555,0.0030213832951766885,0.0548875371339652,2.6154166024747845,1.0,0.0018661626346066797,1.0358702100300734,0.6536320902147025,0.04138225255972697,0.03462809305910249,0.09942892626642602,1,1,"('PASTA SAUCE', 'VEGETABLES - SHELF STABLE')"
PASTA SAUCE,VEGETABLES - SHELF STABLE,0.020986154588920555,0.055046800292793845,0.0030213832951766885,0.14397031539888683,2.615416602474784,1.0,0.0018661626346066797,1.1038790087606938,0.630891726378339,0.04138225255972697,0.09410361818304434,0.09942892626642602,1,1,"('PASTA SAUCE', 'VEGETABLES - SHELF STABLE')"
DRY NOODLES/PASTA,DINNER MXS:DRY,0.025284617421233783,0.026880966842654456,0.0017754520394337241,0.070218663381583,2.6122075069919255,1.0,0.0010957770769043356,1.046610632879066,0.6331920389048132,0.03523412146499768,0.04453483598847788,0.06813366541037436,1,1,"('DINNER MXS:DRY', 'DRY NOODLES/PASTA')"
DINNER MXS:DRY,DRY NOODLES/PASTA,0.026880966842654456,0.025284617421233783,0.0017754520394337241,0.0660486674391657,2.612207506991925,1.0,0.0010957770769043356,1.0436468674509618,0.6342307563797703,0.03523412146499768,0.04182149040275128,0.06813366541037436,1,1,"('DINNER MXS:DRY', 'DRY NOODLES/PASTA')"
DRY BN/VEG/POTATO/RICE,PWDR/CRYSTL DRNK MX,0.028601909389649426,0.016399570153716767,0.0012225700446977837,0.042744350667029675,2.6064311604741772,1.0,0.0007535110251319777,1.027521154387201,0.6344809909029707,0.02792600498043401,0.026784027043817032,0.058646629274635445,1,1,"('DRY BN/VEG/POTATO/RICE', 'PWDR/CRYSTL DRNK MX')"
ONIONS,POTATOES,0.024871902692768927,0.024466975034652463,0.001580775280723886,0.06355666875391358,2.5976512692680056,1.0,0.0009722350584756033,1.0417427220793447,0.6307241659399558,0.03309962497961846,0.040070087551007966,0.06408259917644755,1,1,"('ONIONS', 'POTATOES')"
FRUIT - SHELF STABLE,CONVENIENT BRKFST/WHLSM SNACKS,0.028944540484978742,0.030525315765702627,0.00227382454173091,0.07855797686306161,2.573535273673634,1.0,0.0013902833037337703,1.052127708408433,0.6296545171667065,0.039754935330156574,0.04954503905926719,0.07652388639071447,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'FRUIT - SHELF STABLE')"
DINNER MXS:DRY,VEGETABLES - SHELF STABLE,0.026880966842654456,0.055046800292793845,0.0038000903300160413,0.1413673232908459,2.568129710335811,1.0,0.0023203791165512283,1.100532538930255,0.6274788053826051,0.048639489684042664,0.09134899275942815,0.10520056644100931,1,1,"('DINNER MXS:DRY', 'VEGETABLES - SHELF STABLE')"
DINNER MXS:DRY,CONVENIENT BRKFST/WHLSM SNACKS,0.026880966842654456,0.030525315765702627,0.0020869348533694653,0.0776361529548088,2.5433366046302646,1.0,0.0012663848524100557,1.051076196600752,0.6235780908526523,0.03772522522522522,0.048594190189004134,0.07300174994679215,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'DINNER MXS:DRY')"
DINNER MXS:DRY,CONDIMENTS/SAUCES,0.026880966842654456,0.03421638711084116,0.0023283340341696645,0.0866164542294322,2.53143191152372,1.0,0.001408564466767714,1.0573691822687523,0.6216779659719618,0.03961839141380681,0.05425652953650282,0.07733189575376936,1,1,"('CONDIMENTS/SAUCES', 'DINNER MXS:DRY')"
TOMATOES,VEGETABLES - ALL OTHERS,0.02336121104518058,0.029699886308772912,0.0017443037580401502,0.07466666666666667,2.5140388044048247,1.0,0.001050478445963037,1.0485952237297123,0.6166391017010546,0.033990895295902886,0.04634316715354243,0.06669882887607062,1,1,"('TOMATOES', 'VEGETABLES - ALL OTHERS')"
DINNER MXS:DRY,FRUIT - SHELF STABLE,0.026880966842654456,0.028944540484978742,0.001946767587098382,0.07242178447276941,2.5020878984191826,1.0,0.0011687103540457989,1.0468717820880242,0.6169171134548598,0.03613238907356554,0.04477318320161107,0.06984016315379121,1,1,"('DINNER MXS:DRY', 'FRUIT - SHELF STABLE')"
CONVENIENT BRKFST/WHLSM SNACKS,COLD CEREAL,0.030525315765702627,0.05223566789702378,0.003979192948029092,0.13035714285714284,2.4955580756452846,1.0,0.0023846826912400656,1.0898316755188227,0.6181574793411436,0.05050904418305821,0.08242711010951088,0.10326742056393218,1,1,"('COLD CEREAL', 'CONVENIENT BRKFST/WHLSM SNACKS')"
SOUP,MEAT - SHELF STABLE,0.05966453300939121,0.031631079755174506,0.004664455138687723,0.07817802140433308,2.4715571523145363,1.0,0.002777201536512428,1.0504945018994554,0.6331748548418752,0.05384269662921349,0.04806736428239607,0.11282116235160033,1,1,"('MEAT - SHELF STABLE', 'SOUP')"
DRY NOODLES/PASTA,MEAT - SHELF STABLE,0.025284617421233783,0.031631079755174506,0.001962341727795169,0.07761010163227595,2.4536026665223076,1.0,0.0011625619775650483,1.0498477075241899,0.6078041429800224,0.0357092248830948,0.04748089381625023,0.06982425317950577,1,1,"('DRY NOODLES/PASTA', 'MEAT - SHELF STABLE')"
DINNER MXS:DRY,BAKING MIXES,0.026880966842654456,0.02438910433116853,0.0016041364917690666,0.059675550405561995,2.44681188760583,1.0,0.0009485337869208852,1.0375258200396815,0.6076388311601338,0.032298526183756664,0.036168564979179314,0.06272410981325353,1,1,"('BAKING MIXES', 'DINNER MXS:DRY')"
DRY NOODLES/PASTA,PWDR/CRYSTL DRNK MX,0.025284617421233783,0.016399570153716767,0.0010123191452911585,0.04003695719125346,2.441341865425635,1.0,0.0005976622880817458,1.0246232260862629,0.6057041966589705,0.02488991001340226,0.024031493196104783,0.05088267612649093,1,1,"('DRY NOODLES/PASTA', 'PWDR/CRYSTL DRNK MX')"
HISPANIC,DRY BN/VEG/POTATO/RICE,0.03114828139357411,0.028601909389649426,0.0021648055568534007,0.0695,2.4299077048734006,1.0,0.0012739052347910907,1.043952810972972,0.6073805971538736,0.037592968221771474,0.04210229668523789,0.07259372447590526,1,1,"('DRY BN/VEG/POTATO/RICE', 'HISPANIC')"
DRY BN/VEG/POTATO/RICE,CONDIMENTS/SAUCES,0.028601909389649426,0.03421638711084116,0.002375056456260026,0.08303838823849714,2.4268602050094055,1.0,0.0013964024524745786,1.0532432334150477,0.6052564411727794,0.039293996392682294,0.05055169758120466,0.07622561196176109,1,1,"('CONDIMENTS/SAUCES', 'DRY BN/VEG/POTATO/RICE')"
FROZEN PIZZA,DINNER MXS:DRY,0.05513245806662617,0.026880966842654456,0.003574265289912629,0.06483050847457628,2.4117625252862505,1.0,0.002092251512669614,1.0405803888769078,0.6195212056592955,0.045567358284522984,0.03899784131114173,0.09889845238329045,1,1,"('DINNER MXS:DRY', 'FROZEN PIZZA')"
DINNER MXS:DRY,FROZEN PIZZA,0.026880966842654456,0.05513245806662617,0.003574265289912629,0.13296639629200463,2.41176252528625,1.0,0.002092251512669614,1.0897703824771154,0.6015353300280684,0.045567358284522984,0.08237550214299437,0.09889845238329045,1,1,"('DINNER MXS:DRY', 'FROZEN PIZZA')"
ONIONS,TOMATOES,0.024871902692768927,0.02336121104518058,0.0013938855923624413,0.05604257983719473,2.398958672510958,1.0,0.0008128478244614712,1.0346216556954206,0.5980265264088095,0.029758935993349958,0.03346310750875372,0.0578546232519307,1,1,"('ONIONS', 'TOMATOES')"
SOUP,DINNER MXS:DRY,0.05966453300939121,0.026880966842654456,0.003839025681758009,0.06434351344296528,2.3936458022360125,1.0,0.0022351853482501013,1.0400387825431137,0.61916971759457,0.046417474814047635,0.03849739376565399,0.10357963621163327,1,1,"('DINNER MXS:DRY', 'SOUP')"
SOUP,FRUIT - SHELF STABLE,0.05966453300939121,0.028944540484978742,0.004072637792209815,0.06825894022448446,2.35826650141185,1.0,0.00234567530100214,1.042194555372474,0.6125045103040139,0.04817612380250553,0.040486255809879995,0.10448190487145664,1,1,"('FRUIT - SHELF STABLE', 'SOUP')"
SOUP,VEGETABLES - SHELF STABLE,0.05966453300939121,0.055046800292793845,0.007709199644909592,0.12920908379013313,2.3472587526045148,1.0,0.004424858011778828,1.085166579160164,0.610389746616518,0.07204715813987338,0.07848249365187447,0.13462859055824383,1,1,"('SOUP', 'VEGETABLES - SHELF STABLE')"
VEGETABLES - SHELF STABLE,MEAT - SHELF STABLE,0.055046800292793845,0.031631079755174506,0.0040414895108162405,0.07341915405290705,2.32110805641709,1.0,0.002300299780487715,1.045099220948194,0.6023274864258379,0.048906897851488884,0.04315305192484656,0.10059436284624673,1,1,"('MEAT - SHELF STABLE', 'VEGETABLES - SHELF STABLE')"
CANNED JUICES,CONVENIENT BRKFST/WHLSM SNACKS,0.040710803781401364,0.030525315765702627,0.002881216028905605,0.07077276205049732,2.3184940196430524,1.0,0.001638505888402768,1.043312813745761,0.5928197050041356,0.042150831624515835,0.04151469547302579,0.08258025857626908,1,1,"('CANNED JUICES', 'CONVENIENT BRKFST/WHLSM SNACKS')"
PWDR/CRYSTL DRNK MX,CONDIMENTS/SAUCES,0.016399570153716767,0.03421638711084116,0.001300440748181719,0.07929724596391263,2.3175224697755423,1.0,0.0007393067073507493,1.0489635321013762,0.5779834023763228,0.026369808937312493,0.04667801177347718,0.058651809144905795,1,1,"('CONDIMENTS/SAUCES', 'PWDR/CRYSTL DRNK MX')"
VEGETABLES - ALL OTHERS,POTATOES,0.029699886308772912,0.024466975034652463,0.0016742201249046085,0.05637126376507604,2.303973567849629,1.0,0.0009475537480558452,1.0338102131752809,0.5832909167871726,0.031894377688770216,0.03270446813582438,0.06239950839431396,1,1,"('POTATOES', 'VEGETABLES - ALL OTHERS')"
CONVENIENT BRKFST/WHLSM SNACKS,MEAT - SHELF STABLE,0.030525315765702627,0.031631079755174506,0.0022193150492921553,0.07270408163265306,2.29850141681488,1.0,0.0012537663517553299,1.044293306013677,0.5827216839670222,0.03702741327790048,0.04241462217425811,0.07143328158442107,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'MEAT - SHELF STABLE')"
FRUIT - SHELF STABLE,PWDR/CRYSTL DRNK MX,0.028944540484978742,0.016399570153716767,0.001090189848775094,0.037664783427495296,2.2966933324748773,1.0,0.0006155118265245899,1.022097511249269,0.5814203574951283,0.02463487594580328,0.02161976817873275,0.052070758285447556,1,1,"('FRUIT - SHELF STABLE', 'PWDR/CRYSTL DRNK MX')"
PWDR/CRYSTL DRNK MX,FRUIT - SHELF STABLE,0.016399570153716767,0.028944540484978742,0.001090189848775094,0.06647673314339982,2.296693332474877,1.0,0.0006155118265245899,1.0402048818609537,0.5740048451453544,0.02463487594580328,0.03865092594934377,0.052070758285447556,1,1,"('FRUIT - SHELF STABLE', 'PWDR/CRYSTL DRNK MX')"
SOUP,DRY BN/VEG/POTATO/RICE,0.05966453300939121,0.028601909389649426,0.003916896385241945,0.06564865570347168,2.295254306596359,1.0,0.00221037681833159,1.0396496955240264,0.6001245829208393,0.04643648449039882,0.03813755315346048,0.10129696602216873,1,1,"('DRY BN/VEG/POTATO/RICE', 'SOUP')"
SALD DRSNG/SNDWCH SPRD,CONDIMENTS/SAUCES,0.03088352100172873,0.03421638711084116,0.002421778878350387,0.078416540595058,2.291783183918106,1.0,0.0013650563684094441,1.0479610967765811,0.5816210550009442,0.038638340166480316,0.04576610422286137,0.07459743734350077,1,1,"('CONDIMENTS/SAUCES', 'SALD DRSNG/SNDWCH SPRD')"
CANNED JUICES,FRUIT - SHELF STABLE,0.040710803781401364,0.028944540484978742,0.00267096512949898,0.06560826319816374,2.2666887122361556,1.0,0.0014926096212721826,1.0392380639395151,0.5825436400715005,0.03987444780283655,0.03775656926072598,0.0789434912977636,1,1,"('CANNED JUICES', 'FRUIT - SHELF STABLE')"
HISPANIC,TOMATOES,0.03114828139357411,0.02336121104518058,0.0016430718435110343,0.05275,2.2580165,1.0,0.000915410268181078,1.0310253776245124,0.5750451066992562,0.031079687730151715,0.03009176912404918,0.06154166666666666,1,1,"('HISPANIC', 'TOMATOES')"
TOMATOES,HISPANIC,0.02336121104518058,0.03114828139357411,0.0016430718435110343,0.07033333333333333,2.2580164999999996,1.0,0.000915410268181078,1.042149571824768,0.5704600781810272,0.031079687730151715,0.04044483917118101,0.06154166666666666,1,1,"('HISPANIC', 'TOMATOES')"
FRUIT - SHELF STABLE,PASTA SAUCE,0.028944540484978742,0.020986154588920555,0.0013627373109688673,0.047080979284369114,2.243430500089096,1.0,0.0007553027098458339,1.027384094690283,0.5707748935453605,0.028058361391694722,0.026654193725413115,0.05600802210971703,1,1,"('FRUIT - SHELF STABLE', 'PASTA SAUCE')"
REFRGRATD DOUGH PRODUCTS,DINNER MXS:DRY,0.02702113410892554,0.026880966842654456,0.0016197106324658537,0.05994236311239193,2.22991842009477,1.0,0.0008933564224329069,1.0351695417093774,0.5668705873951256,0.030980041703902294,0.03397466819908733,0.06009864389686804,1,1,"('DINNER MXS:DRY', 'REFRGRATD DOUGH PRODUCTS')"
BAKED SWEET GOODS,MEAT - SHELF STABLE,0.04000218037969755,0.031631079755174506,0.002818919466118457,0.07046914541561222,2.2278450802516225,1.0,0.0015536073081473668,1.0417824383869463,0.574101048671048,0.04096412809777073,0.04010668336053018,0.0797939030869297,1,1,"('BAKED SWEET GOODS', 'MEAT - SHELF STABLE')"
CONVENIENT BRKFST/WHLSM SNACKS,PWDR/CRYSTL DRNK MX,0.030525315765702627,0.016399570153716767,0.0011135510598202743,0.036479591836734694,2.22442365835223,1.0,0.0006129490024562777,1.0208402660835134,0.5677769193809612,0.024307326194118645,0.020414815888354202,0.05219041320231796,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'PWDR/CRYSTL DRNK MX')"
SALAD MIX,TOMATOES,0.025043218240433585,0.02336121104518058,0.0012848666074849321,0.051305970149253734,2.1962033582089555,1.0,0.0006998267009196473,1.0294560292621104,0.5586593882467751,0.027268220128904314,0.028613198062693284,0.053152985074626874,1,1,"('SALAD MIX', 'TOMATOES')"
CONVENIENT BRKFST/WHLSM SNACKS,PASTA SAUCE,0.030525315765702627,0.020986154588920555,0.0014016726627108349,0.04591836734693877,2.188031502025671,1.0,0.0007610636671761857,1.026132158826586,0.5600643294582153,0.027972027972027972,0.025466660022105608,0.056354359925788494,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'PASTA SAUCE')"
FROZEN PIZZA,FRZN MEAT/MEAT DINNERS,0.05513245806662617,0.06593312463984799,0.007872728122225857,0.14279661016949155,2.1657795068791508,1.0,0.0042376728928178,1.0896677339841614,0.5696803587575193,0.06955145844799121,0.08228906040588047,0.13110067900703232,1,1,"('FROZEN PIZZA', 'FRZN MEAT/MEAT DINNERS')"
FRZN MEAT/MEAT DINNERS,FROZEN PIZZA,0.06593312463984799,0.05513245806662617,0.007872728122225857,0.11940474784457307,2.1657795068791503,1.0,0.0042376728928178,1.0729873226327624,0.576267604029311,0.06955145844799121,0.06802253958944753,0.13110067900703232,1,1,"('FROZEN PIZZA', 'FRZN MEAT/MEAT DINNERS')"
SOUP,DRY NOODLES/PASTA,0.05966453300939121,0.025284617421233783,0.0032627824759768878,0.05468546071521795,2.1627956557212378,1.0,0.0017541875852178567,1.031101651431521,0.5717485806009254,0.039942802669208764,0.030163516262767406,0.09186382675428283,1,1,"('DRY NOODLES/PASTA', 'SOUP')"
SALD DRSNG/SNDWCH SPRD,PASTA SAUCE,0.03088352100172873,0.020986154588920555,0.0014016726627108349,0.0453857791225416,2.162653426107068,1.0,0.0007535463167183811,1.0255596700740468,0.5547373016638276,0.027773491745101065,0.024922655229023708,0.05608806581358991,1,1,"('PASTA SAUCE', 'SALD DRSNG/SNDWCH SPRD')"
PASTA SAUCE,SALD DRSNG/SNDWCH SPRD,0.020986154588920555,0.03088352100172873,0.0014016726627108349,0.06679035250463822,2.1626534261070676,1.0,0.0007535463167183811,1.0384767041353244,0.5491291702128224,0.027773491745101065,0.03705109992559887,0.05608806581358991,1,1,"('PASTA SAUCE', 'SALD DRSNG/SNDWCH SPRD')"
CONVENIENT BRKFST/WHLSM SNACKS,COOKIES/CONES,0.030525315765702627,0.032690121322556026,0.002157018486505007,0.07066326530612245,2.161609148185239,1.0,0.0011591422107148559,1.0408604788404008,0.5543019176565432,0.035327126642009946,0.039256441829670204,0.06832353355825417,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'COOKIES/CONES')"
COOKIES/CONES,CONVENIENT BRKFST/WHLSM SNACKS,0.032690121322556026,0.030525315765702627,0.002157018486505007,0.06598380181038589,2.1616091481852386,1.0,0.0011591422107148559,1.03796345942759,0.5555424258928058,0.035327126642009946,0.0365749478777662,0.06832353355825417,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'COOKIES/CONES')"
CRACKERS/MISC BKD FD,CONVENIENT BRKFST/WHLSM SNACKS,0.04267314550919653,0.030525315765702627,0.0028111323957700635,0.06587591240875913,2.158074724415314,1.0,0.0015085211543860643,1.0378435767931138,0.5605441997225005,0.03993804624405355,0.03646366142193474,0.07898387457172651,1,1,"('CONVENIENT BRKFST/WHLSM SNACKS', 'CRACKERS/MISC BKD FD')"
SALAD MIX,VEGETABLES - ALL OTHERS,0.025043218240433585,0.029699886308772912,0.0016041364917690666,0.0640547263681592,2.1567330494877477,1.0,0.0008603557572224011,1.036706035093351,0.5501123388487699,0.03018757327080891,0.03540640630113214,0.05903313140641835,1,1,"('SALAD MIX', 'VEGETABLES - ALL OTHERS')"
VEGETABLES - ALL OTHERS,SALAD MIX,0.029699886308772912,0.025043218240433585,0.0016041364917690666,0.0540115364446775,2.1567330494877472,1.0,0.0008603557572224011,1.0306222742879674,0.5527524401186454,0.03018757327080891,0.02971241263839711,0.05903313140641835,1,1,"('SALAD MIX', 'VEGETABLES - ALL OTHERS')"
FRUIT - SHELF STABLE,COOKIES/CONES,0.028944540484978742,0.032690121322556026,0.002040212431279104,0.07048695184288403,2.156215669785489,1.0,0.0010940118911995143,1.0406630445858347,0.552207904207628,0.034234940546191035,0.039074169874090174,0.06644881179566783,1,1,"('COOKIES/CONES', 'FRUIT - SHELF STABLE')"
HISPANIC,PASTA SAUCE,0.03114828139357411,0.020986154588920555,0.0014094597330592284,0.04525,2.156183487940631,1.0,0.0007557770845544843,1.0254138208023875,0.5534568064932425,0.02778630641694811,0.024783965543297565,0.056205705009276435,1,1,"('HISPANIC', 'PASTA SAUCE')"
PASTA SAUCE,HISPANIC,0.020986154588920555,0.03114828139357411,0.0014094597330592284,0.06716141001855287,2.1561834879406305,1.0,0.0007557770845544843,1.038605959285727,0.5477119457082334,0.02778630641694811,0.03717093950845153,0.056205705009276435,1,1,"('HISPANIC', 'PASTA SAUCE')"
PASTA SAUCE,CONDIMENTS/SAUCES,0.020986154588920555,0.03421638711084116,0.0015418399289819184,0.07346938775510205,2.1471988704448557,1.0,0.0008237695395994572,1.0423655733825723,0.545729721512991,0.028733130169786677,0.04064368055162465,0.05926541759170669,1,1,"('CONDIMENTS/SAUCES', 'PASTA SAUCE')"
BEEF,DINNER MXS:DRY,0.06914918469373452,0.026880966842654456,0.003986980018377486,0.057657657657657665,2.144924994519433,1.0,0.0021281830774286196,1.0326597770598982,0.5734358530341817,0.043316412859560074,0.031626851152162044,0.10298873612894471,1,1,"('BEEF', 'DINNER MXS:DRY')"
